,GHGRP Facility ID,FACILITY NAME,GHGRP - City,GHGRP - State,ORIS CODE,ORIS CODE 2,ORIS CODE 3,ORIS CODE 4,ORIS CODE 5,GHGRP - Power Plant Sector,Reported Subparts RY10,Reported Subparts RY11,Reported Subparts RY12,Reported Subparts RY13,Reported Subparts RY14,Reported Subparts RY15,Reported Subparts RY16,Reported Subparts RY17,Reported Subparts RY18,Reported Subparts RY19,Reported Subparts RY20,Facility Id,FRS Id,Facility Name,City,State,Zip Code,Address,County,Latitude,Longitude,Primary NAICS Code,Industry Type (subparts),Industry Type (sectors),Total reported direct emissions,CO2 emissions (non-biogenic) ,Methane (CH4) emissions ,Nitrous Oxide (N2O) emissions ,HFC emissions,PFC emissions,SF6 emissions ,NF3 emissions,Other Fully Fluorinated GHG emissions,HFE emissions,Very Short-lived Compounds emissions,Other GHGs (metric tons CO2e),Biogenic CO2 emissions (metric tons),Stationary Combustion,Electricity Generation,Adipic Acid Production,Aluminum Production,Ammonia Manufacturing,Cement Production,Electronics Manufacture,Ferroalloy Production,Fluorinated GHG Production,Glass Production,HCFC–22 Production from HFC–23 Destruction,Hydrogen Production,Iron and Steel Production,Lead Production,Lime Production,Magnesium Production,Miscellaneous Use of Carbonates,Nitric Acid Production,Petroleum and Natural Gas Systems – Offshore Production,Petroleum and Natural Gas Systems – Processing,Petroleum and Natural Gas Systems – Transmission/Compression,Petroleum and Natural Gas Systems – Underground Storage,Petroleum and Natural Gas Systems – LNG Storage,Petroleum and Natural Gas Systems – LNG Import/Export,Petrochemical Production,Petroleum Refining,Phosphoric Acid Production,Pulp and Paper Manufacturing,Silicon Carbide Production,Soda Ash Manufacturing,Titanium Dioxide Production,Underground Coal Mines,Zinc Production,Municipal Landfills,Industrial Wastewater Treatment,Manufacture of Electric Transmission and Distribution Equipment,Industrial Waste Landfills,Is some CO2 collected on-site and used to manufacture other products and therefore not emitted from the affected manufacturing process unit(s)? (as reported under Subpart G or S),"Is some CO2 reported as emissions from the affected manufacturing process unit(s) under Subpart AA, G or P collected and transferred off-site or injected (as reported under Subpart PP)?",Does the facility employ continuous emissions monitoring? ,year,Plant Id,Plant Name,Operator Name,Operator Id,Plant State,Census Region,NERC Region,NAICS Code,Sector Name,Reported Fuel Type Code,AER Fuel Type Code,Physical Unit Label,Total Fuel Consumption Quantity,Electric Fuel Consumption Quantity,Total Fuel Consumption MMBtu,Elec Fuel Consumption MMBtu,Net Generation (Megawatthours)
103,1004066,Fredonia Generating Station,Mount Vernon,WA,607,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D",1004066,1.10002E+11,Fredonia Generating Station,Mount Vernon,WA,98273,13085 Ball Road,SKAGIT COUNTY,48.4553,-122.435,221112,"C,D",Power Plants,82399.174,82311.1,39.5,48.574,,,,,,,,,,75040.35,7358.824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2013,607,Fredonia,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,1450163,1450163,1496569,1496569,100173.03
104,1001436,GOLDENDALE GENERATING STATION,GOLDENDALE,WA,55482,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D,1001436,1.10041E+11,GOLDENDALE GENERATING STATION,GOLDENDALE,WA,98620,600 INDUSTRIAL WAY,KLICKITAT COUNTY,45.8114,-120.833,221112,D,Power Plants,544865.78,544312.3,252.5,300.98,,,,,,,,,,,544865.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2013,55482,Goldendale Generating Station,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,82371,82371,85008,85008,494053
105,1001436,GOLDENDALE GENERATING STATION,GOLDENDALE,WA,55482,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D,1001436,1.10041E+11,GOLDENDALE GENERATING STATION,GOLDENDALE,WA,98620,600 INDUSTRIAL WAY,KLICKITAT COUNTY,45.8114,-120.833,221112,D,Power Plants,544865.78,544312.3,252.5,300.98,,,,,,,,,,,544865.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2013,55482,Goldendale Generating Station,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,9627048,9627048,9935113,9935113,940101
106,1000207,Grays Harbor Energy Center,Elma,WA,7999,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D",1000207,1.10013E+11,Grays Harbor Energy Center,Elma,WA,98541,401 Keys Rd,GRAYS HARBOR COUNTY,46.9688,-123.48,221112,"C,D",Power Plants,579560.952,578972.4,268.5,320.052,,,,,,,,,,464.548,579096.404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2013,7999,Grays Harbor Energy Facility,Invenergy Services LLC,49893,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,0,0,0,0,0
107,1000207,Grays Harbor Energy Center,Elma,WA,7999,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D",1000207,1.10013E+11,Grays Harbor Energy Center,Elma,WA,98541,401 Keys Rd,GRAYS HARBOR COUNTY,46.9688,-123.48,221112,"C,D",Power Plants,579560.952,578972.4,268.5,320.052,,,,,,,,,,464.548,579096.404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2013,7999,Grays Harbor Energy Facility,Invenergy Services LLC,49893,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,10770085,10770085,11093188,11093188,1534674
108,1001435,Mint Farm Generation Station,Longview,WA,55700,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D,1001435,1.10036E+11,Mint Farm Generation Station,Longview,WA,98632,1200 Prudential Blvd,COWLITZ COUNTY,46.1403,-122.9842,221112,D,Power Plants,633492.552,632849.2,293.5,349.852,,,,,,,,,,,633492.552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2013,55700,Mint Farm Generating Station,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,187872,187872,193884,193884,563629
109,1001435,Mint Farm Generation Station,Longview,WA,55700,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D,1001435,1.10036E+11,Mint Farm Generation Station,Longview,WA,98632,1200 Prudential Blvd,COWLITZ COUNTY,46.1403,-122.9842,221112,D,Power Plants,633492.552,632849.2,293.5,349.852,,,,,,,,,,,633492.552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2013,55700,Mint Farm Generating Station,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,11113714,11113714,11469353,11469353,1050712
110,1000001,PSE Ferndale Generating Station,FERNDALE,WA,54537,,,,,Yes,C,C,D,D,D,D,D,D,D,D,D,1000001,1.1E+11,PSE Ferndale Generating Station,FERNDALE,WA,98248,5105 LAKE TERRELL ROAD,WHATCOM COUNTY,48.828707,-122.685533,221112,D,Power Plants,395314.784,394913.1,183.25,218.434,,,,,,,,,,,395314.784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2013,54537,Ferndale Generating Station,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,DFO,DFO,barrels,0,0,0,0,43.55
111,1000001,PSE Ferndale Generating Station,FERNDALE,WA,54537,,,,,Yes,C,C,D,D,D,D,D,D,D,D,D,1000001,1.1E+11,PSE Ferndale Generating Station,FERNDALE,WA,98248,5105 LAKE TERRELL ROAD,WHATCOM COUNTY,48.828707,-122.685533,221112,D,Power Plants,395314.784,394913.1,183.25,218.434,,,,,,,,,,,395314.784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2013,54537,Ferndale Generating Station,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,79348,79348,81886,81886,287069.45
112,1000001,PSE Ferndale Generating Station,FERNDALE,WA,54537,,,,,Yes,C,C,D,D,D,D,D,D,D,D,D,1000001,1.1E+11,PSE Ferndale Generating Station,FERNDALE,WA,98248,5105 LAKE TERRELL ROAD,WHATCOM COUNTY,48.828707,-122.685533,221112,D,Power Plants,395314.784,394913.1,183.25,218.434,,,,,,,,,,,395314.784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2013,54537,Ferndale Generating Station,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,DFO,DFO,barrels,200,200,1174,1174,95.325
113,1000001,PSE Ferndale Generating Station,FERNDALE,WA,54537,,,,,Yes,C,C,D,D,D,D,D,D,D,D,D,1000001,1.1E+11,PSE Ferndale Generating Station,FERNDALE,WA,98248,5105 LAKE TERRELL ROAD,WHATCOM COUNTY,48.828707,-122.685533,221112,D,Power Plants,395314.784,394913.1,183.25,218.434,,,,,,,,,,,395314.784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2013,54537,Ferndale Generating Station,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,6917420,6917420,7138777,7138777,582179.68
114,1004176,PUGET POWER ENERGY-WHITEHORN GEN.STATION,BLAINE,WA,6120,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C,1004176,1.1001E+11,PUGET POWER ENERGY-WHITEHORN GEN.STATION,BLAINE,WA,98230,4930 BROWN RD.,WHATCOM COUNTY,48.886533,-122.753527,221112,C,Power Plants,28668.85,28640.2,13.75,14.9,,,,,,,,,,28668.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2013,6120,Whitehorn,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,DFO,DFO,barrels,1000,1000,5913,5913,313.11
115,1004176,PUGET POWER ENERGY-WHITEHORN GEN.STATION,BLAINE,WA,6120,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C,1004176,1.1001E+11,PUGET POWER ENERGY-WHITEHORN GEN.STATION,BLAINE,WA,98230,4930 BROWN RD.,WHATCOM COUNTY,48.886533,-122.753527,221112,C,Power Plants,28668.85,28640.2,13.75,14.9,,,,,,,,,,28668.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2013,6120,Whitehorn,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,499923,499923,518922,518922,27482.89
116,1004367,PUGET SOUND ENERGY - SUMAS,SUMAS,WA,54476,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D,1004367,1.10057E+11,PUGET SOUND ENERGY - SUMAS,SUMAS,WA,98295,1340 THOMPSON LANE,WHATCOM COUNTY,48.9905,-122.2733,221112,D,Power Plants,250237.896,249976.5,119.25,142.146,,,,,,,,,,,250237.896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2013,54476,Sumas Power Plant,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,0,0,0,0,161343
117,1004367,PUGET SOUND ENERGY - SUMAS,SUMAS,WA,54476,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D,1004367,1.10057E+11,PUGET SOUND ENERGY - SUMAS,SUMAS,WA,98295,1340 THOMPSON LANE,WHATCOM COUNTY,48.9905,-122.2733,221112,D,Power Plants,250237.896,249976.5,119.25,142.146,,,,,,,,,,,250237.896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2013,54476,Sumas Power Plant,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,4556553,4556553,4740948,4740948,376577
118,1001133,River Road,VANCOUVER,WA,7605,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D,1001133,1.10002E+11,River Road,VANCOUVER,WA,98660,5201 N W LOWER RIVER ROAD,Clark,45.65,-122.7231,221112,D,Power Plants,668345.124,667666.7,309.5,368.924,,,,,,,,,,,668345.124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2013,7605,River Road Gen Plant,PUD No 1 of Clark County - (WA),3660,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,12118781,12118781,12498661,12498661,1729840
119,1004211,SHELL PUGET SOUND REFINERY,ANACORTES,WA,54268,,,,,,"C,Y","C,Y","C,MM,Y","C,MM,Y","C,MM,Y","C,MM,Y","C,MM,Y","C,MM,Y","C,MM,Y","C,MM,Y","C,MM,Y",1004211,1.10008E+11,SHELL PUGET SOUND REFINERY,ANACORTES,WA,98221,8505 SOUTH TEXAS ROAD,SKAGIT COUNTY,48.472836,-122.560194,324110,"C,MM-REF,Y","Petroleum Product Suppliers,Refineries",2003779.358,1990670,7530.5,5578.858,,,,,,,,,,1369590.508,,,,,,,,,,,,,,,,,,,,,,,,,634188.85,,,,,,,,,,,,N,N,N,2013,54268,March Point Cogeneration,March Point Cogeneration Co,11459,WA,PACC,WECC,22,NAICS-22 Cogen,JF,WOO,barrels,0,0,0,0,0
120,1004211,SHELL PUGET SOUND REFINERY,ANACORTES,WA,54268,,,,,,"C,Y","C,Y","C,MM,Y","C,MM,Y","C,MM,Y","C,MM,Y","C,MM,Y","C,MM,Y","C,MM,Y","C,MM,Y","C,MM,Y",1004211,1.10008E+11,SHELL PUGET SOUND REFINERY,ANACORTES,WA,98221,8505 SOUTH TEXAS ROAD,SKAGIT COUNTY,48.472836,-122.560194,324110,"C,MM-REF,Y","Petroleum Product Suppliers,Refineries",2003779.358,1990670,7530.5,5578.858,,,,,,,,,,1369590.508,,,,,,,,,,,,,,,,,,,,,,,,,634188.85,,,,,,,,,,,,N,N,N,2013,54268,March Point Cogeneration,March Point Cogeneration Co,11459,WA,PACC,WECC,22,NAICS-22 Cogen,NG,NG,mcf,0,0,0,0,14.061
121,1004211,SHELL PUGET SOUND REFINERY,ANACORTES,WA,54268,,,,,,"C,Y","C,Y","C,MM,Y","C,MM,Y","C,MM,Y","C,MM,Y","C,MM,Y","C,MM,Y","C,MM,Y","C,MM,Y","C,MM,Y",1004211,1.10008E+11,SHELL PUGET SOUND REFINERY,ANACORTES,WA,98221,8505 SOUTH TEXAS ROAD,SKAGIT COUNTY,48.472836,-122.560194,324110,"C,MM-REF,Y","Petroleum Product Suppliers,Refineries",2003779.358,1990670,7530.5,5578.858,,,,,,,,,,1369590.508,,,,,,,,,,,,,,,,,,,,,,,,,634188.85,,,,,,,,,,,,N,N,N,2013,54268,March Point Cogeneration,March Point Cogeneration Co,11459,WA,PACC,WECC,22,NAICS-22 Cogen,OG,OOG,mcf,79,44,74,43,9.219
122,1004211,SHELL PUGET SOUND REFINERY,ANACORTES,WA,54268,,,,,,"C,Y","C,Y","C,MM,Y","C,MM,Y","C,MM,Y","C,MM,Y","C,MM,Y","C,MM,Y","C,MM,Y","C,MM,Y","C,MM,Y",1004211,1.10008E+11,SHELL PUGET SOUND REFINERY,ANACORTES,WA,98221,8505 SOUTH TEXAS ROAD,SKAGIT COUNTY,48.472836,-122.560194,324110,"C,MM-REF,Y","Petroleum Product Suppliers,Refineries",2003779.358,1990670,7530.5,5578.858,,,,,,,,,,1369590.508,,,,,,,,,,,,,,,,,,,,,,,,,634188.85,,,,,,,,,,,,N,N,N,2013,54268,March Point Cogeneration,March Point Cogeneration Co,11459,WA,PACC,WECC,22,NAICS-22 Cogen,JF,WOO,barrels,0,0,0,0,0
123,1004211,SHELL PUGET SOUND REFINERY,ANACORTES,WA,54268,,,,,,"C,Y","C,Y","C,MM,Y","C,MM,Y","C,MM,Y","C,MM,Y","C,MM,Y","C,MM,Y","C,MM,Y","C,MM,Y","C,MM,Y",1004211,1.10008E+11,SHELL PUGET SOUND REFINERY,ANACORTES,WA,98221,8505 SOUTH TEXAS ROAD,SKAGIT COUNTY,48.472836,-122.560194,324110,"C,MM-REF,Y","Petroleum Product Suppliers,Refineries",2003779.358,1990670,7530.5,5578.858,,,,,,,,,,1369590.508,,,,,,,,,,,,,,,,,,,,,,,,,634188.85,,,,,,,,,,,,N,N,N,2013,54268,March Point Cogeneration,March Point Cogeneration Co,11459,WA,PACC,WECC,22,NAICS-22 Cogen,NG,NG,mcf,9174954,4206627,8377225,3843272,632390.49
124,1004211,SHELL PUGET SOUND REFINERY,ANACORTES,WA,54268,,,,,,"C,Y","C,Y","C,MM,Y","C,MM,Y","C,MM,Y","C,MM,Y","C,MM,Y","C,MM,Y","C,MM,Y","C,MM,Y","C,MM,Y",1004211,1.10008E+11,SHELL PUGET SOUND REFINERY,ANACORTES,WA,98221,8505 SOUTH TEXAS ROAD,SKAGIT COUNTY,48.472836,-122.560194,324110,"C,MM-REF,Y","Petroleum Product Suppliers,Refineries",2003779.358,1990670,7530.5,5578.858,,,,,,,,,,1369590.508,,,,,,,,,,,,,,,,,,,,,,,,,634188.85,,,,,,,,,,,,N,N,N,2013,54268,March Point Cogeneration,March Point Cogeneration Co,11459,WA,PACC,WECC,22,NAICS-22 Cogen,OG,OOG,mcf,5909795,2704855,5439114,2490765,409776.51
125,1007310,Centralia,CENTRALIA,WA,3845,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D",1007310,1.1E+11,Centralia,CENTRALIA,WA,98531,913 BIG HANAFORD RD,Lewis,46.7559,-122.8578,221112,"C,D",Power Plants,7447080.816,7388702.7,21354,37024.116,,,,,,,,,,827.038,7446253.778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2014,3845,Transalta Centralia Generation,TransAlta Centralia Gen LLC,19099,WA,PACC,WECC,22,NAICS-22 Non-Cogen,NG,NG,mcf,0,0,0,0,0
126,1007310,Centralia,CENTRALIA,WA,3845,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D",1007310,1.1E+11,Centralia,CENTRALIA,WA,98531,913 BIG HANAFORD RD,Lewis,46.7559,-122.8578,221112,"C,D",Power Plants,7447080.816,7388702.7,21354,37024.116,,,,,,,,,,827.038,7446253.778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2014,3845,Transalta Centralia Generation,TransAlta Centralia Gen LLC,19099,WA,PACC,WECC,22,NAICS-22 Non-Cogen,DFO,DFO,barrels,14545,14545,87270,87270,7884.604
127,1007310,Centralia,CENTRALIA,WA,3845,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D",1007310,1.1E+11,Centralia,CENTRALIA,WA,98531,913 BIG HANAFORD RD,Lewis,46.7559,-122.8578,221112,"C,D",Power Plants,7447080.816,7388702.7,21354,37024.116,,,,,,,,,,827.038,7446253.778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2014,3845,Transalta Centralia Generation,TransAlta Centralia Gen LLC,19099,WA,PACC,WECC,22,NAICS-22 Non-Cogen,SUB,COL,short tons,4474939,4474939,73840367,73840367,6675766.4
128,1007310,Centralia,CENTRALIA,WA,3845,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D",1007310,1.1E+11,Centralia,CENTRALIA,WA,98531,913 BIG HANAFORD RD,Lewis,46.7559,-122.8578,221112,"C,D",Power Plants,7447080.816,7388702.7,21354,37024.116,,,,,,,,,,827.038,7446253.778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2014,3845,Transalta Centralia Generation,TransAlta Centralia Gen LLC,19099,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WC,WOC,short tons,0,0,0,0,0
129,1000144,Chehalis Generation Facility,CHEHALIS,WA,55662,,,,,Yes,D,D,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D",1000144,1.10056E+11,Chehalis Generation Facility,CHEHALIS,WA,98532,1813 BISHOP ROAD,Lewis,46.6226,-122.9145,221112,"C,D",Power Plants,1062012.364,1060933.9,492,586.464,,,,,,,,,,102.6,1061909.764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2014,55662,Chehalis Generating Facility,PacifiCorp,14354,WA,PACC,WECC,22,Electric Utility,DFO,DFO,barrels,0,0,0,0,0
130,1000144,Chehalis Generation Facility,CHEHALIS,WA,55662,,,,,Yes,D,D,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D",1000144,1.10056E+11,Chehalis Generation Facility,CHEHALIS,WA,98532,1813 BISHOP ROAD,Lewis,46.6226,-122.9145,221112,"C,D",Power Plants,1062012.364,1060933.9,492,586.464,,,,,,,,,,102.6,1061909.764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2014,55662,Chehalis Generating Facility,PacifiCorp,14354,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,0,0,0,0,864070
131,1000144,Chehalis Generation Facility,CHEHALIS,WA,55662,,,,,Yes,D,D,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D",1000144,1.10056E+11,Chehalis Generation Facility,CHEHALIS,WA,98532,1813 BISHOP ROAD,Lewis,46.6226,-122.9145,221112,"C,D",Power Plants,1062012.364,1060933.9,492,586.464,,,,,,,,,,102.6,1061909.764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2014,55662,Chehalis Generating Facility,PacifiCorp,14354,WA,PACC,WECC,22,Electric Utility,DFO,DFO,barrels,0,0,0,0,0
132,1000144,Chehalis Generation Facility,CHEHALIS,WA,55662,,,,,Yes,D,D,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D",1000144,1.10056E+11,Chehalis Generation Facility,CHEHALIS,WA,98532,1813 BISHOP ROAD,Lewis,46.6226,-122.9145,221112,"C,D",Power Plants,1062012.364,1060933.9,492,586.464,,,,,,,,,,102.6,1061909.764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2014,55662,Chehalis Generating Facility,PacifiCorp,14354,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,18770352,18770352,19639404,19639404,1679715
133,1004053,City of Spokane Waste-to-Energy,SPOKANE,WA,50886,,,,,,C,C,C,C,C,C,C,C,C,C,C,1004053,1.10001E+11,City of Spokane Waste-to-Energy,SPOKANE,WA,99224,2900 S GEIGER BLVD,SPOKANE COUNTY,47.626529,-117.504278,562213,C,Waste,106421.312,101051.1,2094,3276.212,,,,,,,,,137089.7,106421.312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2014,50886,Wheelabrator Spokane,Spokane City of,42892,WA,PACC,WECC,22,NAICS-22 Non-Cogen,MSB,MLG,short tons,166244,166244,1377773,1377773,67687.813
134,1004053,City of Spokane Waste-to-Energy,SPOKANE,WA,50886,,,,,,C,C,C,C,C,C,C,C,C,C,C,1004053,1.10001E+11,City of Spokane Waste-to-Energy,SPOKANE,WA,99224,2900 S GEIGER BLVD,SPOKANE COUNTY,47.626529,-117.504278,562213,C,Waste,106421.312,101051.1,2094,3276.212,,,,,,,,,137089.7,106421.312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2014,50886,Wheelabrator Spokane,Spokane City of,42892,WA,PACC,WECC,22,NAICS-22 Non-Cogen,MSN,OTH,short tons,93516,93516,1323738,1323738,65033.187
135,1006502,Encogen Generating Station,Bellingham,WA,7870,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D,1006502,1.1E+11,Encogen Generating Station,Bellingham,WA,98225,915 Cornwall Ave,WHATCOM COUNTY,48.746,-122.486,221112,D,Power Plants,105650.308,105542.9,49,58.408,,,,,,,,,,,105650.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2014,7870,Encogen,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,DFO,DFO,barrels,0,0,0,0,99.938
136,1006502,Encogen Generating Station,Bellingham,WA,7870,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D,1006502,1.1E+11,Encogen Generating Station,Bellingham,WA,98225,915 Cornwall Ave,WHATCOM COUNTY,48.746,-122.486,221112,D,Power Plants,105650.308,105542.9,49,58.408,,,,,,,,,,,105650.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2014,7870,Encogen,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,0,0,0,0,69293.062
137,1006502,Encogen Generating Station,Bellingham,WA,7870,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D,1006502,1.1E+11,Encogen Generating Station,Bellingham,WA,98225,915 Cornwall Ave,WHATCOM COUNTY,48.746,-122.486,221112,D,Power Plants,105650.308,105542.9,49,58.408,,,,,,,,,,,105650.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2014,7870,Encogen,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,DFO,DFO,barrels,555,555,3218,3218,227.011
138,1006502,Encogen Generating Station,Bellingham,WA,7870,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D,1006502,1.1E+11,Encogen Generating Station,Bellingham,WA,98225,915 Cornwall Ave,WHATCOM COUNTY,48.746,-122.486,221112,D,Power Plants,105650.308,105542.9,49,58.408,,,,,,,,,,,105650.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2014,7870,Encogen,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,1938043,1938043,2038822,2038822,150022.99
139,1004175,Frederickson PSE,TACOMA,WA,99,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C,1004175,1.10007E+11,Frederickson PSE,TACOMA,WA,98446,4714 192ND STREET EAST,PIERCE COUNTY,47.08187,-122.3649,221112,C,Power Plants,24412.654,24386.6,11.75,14.304,,,,,,,,,,24412.654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2014,99,Frederickson,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,DFO,DFO,barrels,889,889,5192,5192,160.461
140,1004175,Frederickson PSE,TACOMA,WA,99,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C,1004175,1.10007E+11,Frederickson PSE,TACOMA,WA,98446,4714 192ND STREET EAST,PIERCE COUNTY,47.08187,-122.3649,221112,C,Power Plants,24412.654,24386.6,11.75,14.304,,,,,,,,,,24412.654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2014,99,Frederickson,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,432562,432562,455056,455056,14059.539
141,1000301,Frederickson Power LP,Tacoma,WA,55818,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D,1000301,1.10005E+11,Frederickson Power LP,Tacoma,WA,98446,18610 50Th Ave East,Pierce,47.0864,-122.3644,221112,D,Power Plants,271638.844,271363.2,125.75,149.894,,,,,,,,,,,271638.844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2014,55818,Frederickson Power LP,Frederickson Power LP,56613,WA,PACC,WECC,22,NAICS-22 Non-Cogen,NG,NG,mcf,18895,18895,19917,19917,289449
